,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,757,581,757,581,790,550
1,1,752,594,752,594,782,565
2,2,747,598,747,598,776,570
3,3,744,594,744,594,773,565
4,4,735,599,735,599,763,570
5,5,729,604,729,604,755,576
6,6,721,614,721,614,744,588
7,7,710,632,710,632,728,610
8,8,703,652,703,652,715,634
9,9,722,644,722,644,737,625
10,10,738,626,738,626,760,604
11,11,763,602,763,602,792,576
12,12,785,610,785,610,813,586
13,13,812,599,812,599,844,574
14,14,820,600,820,600,852,576
15,15,829,599,829,599,862,576
16,16,833,577,833,577,870,549
17,17,835,577,835,577,873,549
18,18,838,574,838,574,876,545
19,19,850,561,850,561,890,531
20,20,857,545,857,545,899,512
21,21,839,568,839,568,878,539
22,22,842,572,842,572,880,543
23,23,843,573,843,573,881,545
24,24,838,580,838,580,875,552
25,25,840,591,840,591,875,566
26,26,833,611,833,611,863,590
27,27,822,615,822,615,851,594
28,28,825,616,825,616,854,596
29,29,817,620,817,620,845,600
30,30,813,623,813,623,840,604
31,31,802,627,802,627,827,608
32,32,795,627,795,627,820,607
33,33,782,633,782,633,804,615
34,34,774,635,774,635,796,616
35,35,770,640,770,640,790,622
36,36,767,632,767,632,788,613
37,37,767,631,767,631,789,611
38,38,769,641,769,641,789,623
39,39,770,644,770,644,789,627
40,40,776,636,776,636,798,617
41,41,775,620,775,620,801,598
42,42,782,613,782,613,810,590
43,43,793,610,793,610,822,587
44,44,798,610,798,610,827,587
45,45,800,607,800,607,829,584
46,46,803,610,803,610,832,587
47,47,807,615,807,615,835,594
48,48,813,615,813,615,842,594
49,49,821,616,821,616,850,595
50,50,818,612,818,612,847,590
51,51,818,613,818,613,847,592
52,52,817,616,817,616,846,596
53,53,825,614,825,614,855,594
54,54,837,612,837,612,868,591
55,55,874,577,874,577,912,551
56,56,855,523,855,523,900,486
57,57,824,493,824,493,871,450
58,58,825,460,825,460,874,414
59,59,864,465,864,465,913,421
60,60,873,474,873,474,921,431
61,61,868,507,868,507,915,468
62,62,849,541,849,541,892,506
63,63,827,561,827,561,866,530
64,64,798,601,798,601,829,575
65,65,777,637,777,637,798,620
66,66,768,653,768,653,784,639
67,67,761,668,761,668,773,657
68,68,747,677,747,677,754,668
69,69,750,687,750,687,755,681
70,70,757,697,757,697,758,694
71,71,761,702,761,702,760,701
72,72,752,702,752,702,751,700
73,73,746,697,746,697,747,693
74,74,742,683,742,683,747,675
75,75,741,674,741,674,749,664
76,76,734,681,734,681,739,672
77,77,734,676,734,676,740,665
78,78,731,677,731,677,737,667
79,79,736,684,736,684,740,676
80,80,746,679,746,679,753,670
81,81,758,671,758,671,768,661
82,82,747,675,747,675,755,665
83,83,752,682,752,682,758,674
84,84,758,675,758,675,767,666
85,85,762,685,762,685,768,679
86,86,771,694,771,694,775,691
87,87,782,689,782,689,789,685
88,88,778,686,778,686,785,681
89,89,786,672,786,672,798,664
90,90,789,672,789,672,801,665
91,91,785,680,785,680,794,674
